Name,Link,Brand
Vibrant Leather Eau de Parfum,https://www.fragrantica.com/perfume/Zara/Vibrant-Leather-Eau-de-Parfum-50122.html,Zara
Tobacco Collection Rich Warm Addictive,https://www.fragrantica.com/perfume/Zara/Tobacco-Collection-Rich-Warm-Addictive-40449.html,Zara
Tobacco Collection Rich Warm Addictive 2021,https://www.fragrantica.com/perfume/Zara/Tobacco-Collection-Rich-Warm-Addictive-2021-69134.html,Zara
Sand Desert At Sunset,https://www.fragrantica.com/perfume/Zara/Sand-Desert-At-Sunset-79100.html,Zara
Vibrant Leather Oud,https://www.fragrantica.com/perfume/Zara/Vibrant-Leather-Oud-53691.html,Zara
Sunrise On The Red Sand Dunes,https://www.fragrantica.com/perfume/Zara/Sunrise-On-The-Red-Sand-Dunes-79102.html,Zara
Vibrant Leather Bogoss,https://www.fragrantica.com/perfume/Zara/Vibrant-Leather-Bogoss-66891.html,Zara
Warm Black,https://www.fragrantica.com/perfume/Zara/Warm-Black-62359.html,Zara
For Him Red Edition,https://www.fragrantica.com/perfume/Zara/For-Him-Red-Edition-78049.html,Zara
Imperial Purple,https://www.fragrantica.com/perfume/Zara/Imperial-Purple-79048.html,Zara
Majestic Green,https://www.fragrantica.com/perfume/Zara/Majestic-Green-79045.html,Zara
Tobacco Collection Intense Dark Exclusive 2021,https://www.fragrantica.com/perfume/Zara/Tobacco-Collection-Intense-Dark-Exclusive-2021-69135.html,Zara
Magnificent Black,https://www.fragrantica.com/perfume/Zara/Magnificent-Black-79047.html,Zara
9.0 Zara,https://www.fragrantica.com/perfume/Zara/9-0-Zara-34476.html,Zara
Lisboa Colombo Avenida do Colegio Militar 2022,https://www.fragrantica.com/perfume/Zara/Lisboa-Colombo-Avenida-do-Colegio-Militar-2022-72331.html,Zara
Full Moon Over The Desert,https://www.fragrantica.com/perfume/Zara/Full-Moon-Over-The-Desert-79099.html,Zara
Zara Seoul 532-8 Sinsa Dong Gangnam-Gu,https://www.fragrantica.com/perfume/Zara/Zara-Seoul-532-8-Sinsa-Dong-Gangnam-Gu-39163.html,Zara
Evening Safari Drive,https://www.fragrantica.com/perfume/Zara/Evening-Safari-Drive-79101.html,Zara
Zara Night Pour Homme III,https://www.fragrantica.com/perfume/Zara/Zara-Night-Pour-Homme-III-44749.html,Zara
Seoul 532-8 Sinsa Dong Gangnam - Gu,https://www.fragrantica.com/perfume/Zara/Seoul-532-8-Sinsa-Dong-Gangnam-Gu-72332.html,Zara
Tobacco Collection Intense Dark Exclusive,https://www.fragrantica.com/perfume/Zara/Tobacco-Collection-Intense-Dark-Exclusive-40450.html,Zara
Zara Night Pour Homme II,https://www.fragrantica.com/perfume/Zara/Zara-Night-Pour-Homme-II-43906.html,Zara
Regal White,https://www.fragrantica.com/perfume/Zara/Regal-White-79046.html,Zara
Gourmand Leather Nº0059,https://www.fragrantica.com/perfume/Zara/Gourmand-Leather-No0059-74436.html,Zara
Coastal Salty Forest,https://www.fragrantica.com/perfume/Zara/Coastal-Salty-Forest-76753.html,Zara
London Saville Row Mayfair,https://www.fragrantica.com/perfume/Zara/London-Saville-Row-Mayfair-65892.html,Zara
Vibrant Leather,https://www.fragrantica.com/perfume/Zara/Vibrant-Leather-41963.html,Zara
Zara Lisboa Colombo Avenida do Colegio Militar,https://www.fragrantica.com/perfume/Zara/Zara-Lisboa-Colombo-Avenida-do-Colegio-Militar-39162.html,Zara
Mountain Woody Forest,https://www.fragrantica.com/perfume/Zara/Mountain-Woody-Forest-76754.html,Zara
Navy Black,https://www.fragrantica.com/perfume/Zara/Navy-Black-62360.html,Zara
Spell Caramel,https://www.fragrantica.com/perfume/Zara/Spell-Caramel-84077.html,Zara
8.0 Zara,https://www.fragrantica.com/perfume/Zara/8-0-Zara-34475.html,Zara
