Name,Link,Brand
Hypnotic Poison,https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-219.html,Dior
L'Interdit Eau de Parfum Rouge,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-Rouge-68404.html,Givenchy
Mon Guerlain,https://www.fragrantica.com/perfume/Guerlain/Mon-Guerlain-43297.html,Guerlain
L'Interdit Eau de Parfum,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-51488.html,Givenchy
J'adore,https://www.fragrantica.com/perfume/Dior/J-adore-210.html,Dior
Pure Poison,https://www.fragrantica.com/perfume/Dior/Pure-Poison-214.html,Dior
Miss Dior Blooming Bouquet,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Blooming-Bouquet-23280.html,Dior
Shalimar Eau de Parfum,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Eau-de-Parfum-53.html,Guerlain
Miss Dior Eau de Parfum (2021),https://www.fragrantica.com/perfume/Dior/Miss-Dior-Eau-de-Parfum-2021-68905.html,Dior
Poison,https://www.fragrantica.com/perfume/Dior/Poison-218.html,Dior
Poison Girl,https://www.fragrantica.com/perfume/Dior/Poison-Girl-35561.html,Dior
Dior Addict,https://www.fragrantica.com/perfume/Dior/Dior-Addict-215.html,Dior
Irresistible Givenchy,https://www.fragrantica.com/perfume/Givenchy/Irresistible-Givenchy-60891.html,Givenchy
Kenzo Jungle L'Elephant,https://www.fragrantica.com/perfume/Kenzo/Kenzo-Jungle-L-Elephant-70.html,Kenzo
Flower by Kenzo,https://www.fragrantica.com/perfume/Kenzo/Flower-by-Kenzo-72.html,Kenzo
Aqua Allegoria Mandarine Basilic,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Mandarine-Basilic-2060.html,Guerlain
L'Interdit Eau de Parfum Intense,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-Intense-62491.html,Givenchy
J'adore Parfum d'Eau,https://www.fragrantica.com/perfume/Dior/J-adore-Parfum-d-Eau-75642.html,Dior
Mon Guerlain Eau de Parfum Intense,https://www.fragrantica.com/perfume/Guerlain/Mon-Guerlain-Eau-de-Parfum-Intense-55997.html,Guerlain
Spiritueuse Double Vanille,https://www.fragrantica.com/perfume/Guerlain/Spiritueuse-Double-Vanille-3345.html,Guerlain
Shalimar Millésime Tonka,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Millesime-Tonka-76063.html,Guerlain
Ange ou Demon,https://www.fragrantica.com/perfume/Givenchy/Ange-ou-Demon-701.html,Givenchy
Terracotta Le Parfum,https://www.fragrantica.com/perfume/Guerlain/Terracotta-Le-Parfum-24785.html,Guerlain
Dune,https://www.fragrantica.com/perfume/Dior/Dune-221.html,Dior
Omnia Crystalline,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Crystalline-152.html,Bvlgari
Kenzo Amour,https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-664.html,Kenzo
La Petite Robe Noire,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noire-14681.html,Guerlain
